"Codigo","Grupo","Partido","E1E2","Equipo","GolesFavor","GolesContra","Pts","DiferenciaGoles","Ganado","Perdido","Empate","Equipo_gsub","nomequipo","nomconcursante","folio","correo"
"B_p5_e2","B","p5","e1","Irán",0,0,1,0,0,0,1,"Iran","invitante","participante","Z99","participante@gmail.com"
"B_p6_e2","B","p6","e2","Marruecos",0,0,1,0,0,0,1,"Marruecos","invitante","participante","Z99","participante@gmail.com"
"B_p6_e2","B","p6","e1","España",0,0,1,0,0,0,1,"Espana","invitante","participante","Z99","participante@gmail.com"
"C_p1_e2","C","p1","e2","Australia",0,0,1,0,0,0,1,"Australia","invitante","participante","Z99","participante@gmail.com"
"C_p1_e2","C","p1","e1","Francia",0,0,1,0,0,0,1,"Francia","invitante","participante","Z99","participante@gmail.com"
"C_p2_e2","C","p2","e2","Dinamarca",0,0,1,0,0,0,1,"Dinamarca","invitante","participante","Z99","participante@gmail.com"
"C_p2_e2","C","p2","e1","Perú",0,0,1,0,0,0,1,"Peru","invitante","participante","Z99","participante@gmail.com"
"C_p3_e2","C","p3","e2","Australia",0,0,1,0,0,0,1,"Australia","invitante","participante","Z99","participante@gmail.com"
"C_p3_e2","C","p3","e1","Dinamarca",0,0,1,0,0,0,1,"Dinamarca","invitante","participante","Z99","participante@gmail.com"
"C_p4_e2","C","p4","e2","Perú",0,0,1,0,0,0,1,"Peru","invitante","participante","Z99","participante@gmail.com"
"C_p4_e2","C","p4","e1","Francia",0,0,1,0,0,0,1,"Francia","invitante","participante","Z99","participante@gmail.com"
"C_p5_e2","C","p5","e2","Francia",0,0,1,0,0,0,1,"Francia","invitante","participante","Z99","participante@gmail.com"
"C_p5_e2","C","p5","e1","Dinamarca",0,0,1,0,0,0,1,"Dinamarca","invitante","participante","Z99","participante@gmail.com"
"C_p6_e2","C","p6","e2","Perú",0,0,1,0,0,0,1,"Peru","invitante","participante","Z99","participante@gmail.com"
"C_p6_e2","C","p6","e1","Australia",0,0,1,0,0,0,1,"Australia","invitante","participante","Z99","participante@gmail.com"
"D_p1_e2","D","p1","e2","Islandia",0,0,1,0,0,0,1,"Islandia","invitante","participante","Z99","participante@gmail.com"
"D_p1_e2","D","p1","e1","Argentina",0,0,1,0,0,0,1,"Argentina","invitante","participante","Z99","participante@gmail.com"
"D_p2_e2","D","p2","e2","Nigeria",0,0,1,0,0,0,1,"Nigeria","invitante","participante","Z99","participante@gmail.com"
"D_p2_e2","D","p2","e1","Croacia",0,0,1,0,0,0,1,"Croacia","invitante","participante","Z99","participante@gmail.com"
"D_p3_e2","D","p3","e2","Croacia",0,0,1,0,0,0,1,"Croacia","invitante","participante","Z99","participante@gmail.com"
"D_p3_e2","D","p3","e1","Argentina",0,0,1,0,0,0,1,"Argentina","invitante","participante","Z99","participante@gmail.com"
"D_p4_e2","D","p4","e2","Islandia",0,0,1,0,0,0,1,"Islandia","invitante","participante","Z99","participante@gmail.com"
"D_p4_e2","D","p4","e1","Nigeria",0,0,1,0,0,0,1,"Nigeria","invitante","participante","Z99","participante@gmail.com"
"D_p5_e2","D","p5","e2","Argentina",0,0,1,0,0,0,1,"Argentina","invitante","participante","Z99","participante@gmail.com"
"D_p5_e2","D","p5","e1","Nigeria",0,0,1,0,0,0,1,"Nigeria","invitante","participante","Z99","participante@gmail.com"
"D_p6_e2","D","p6","e2","Croacia",0,0,1,0,0,0,1,"Croacia","invitante","participante","Z99","participante@gmail.com"
"D_p6_e2","D","p6","e1","Islandia",0,0,1,0,0,0,1,"Islandia","invitante","participante","Z99","participante@gmail.com"
"E_p1_e2","E","p1","e2","Serbia",0,0,1,0,0,0,1,"Serbia","invitante","participante","Z99","participante@gmail.com"
"E_p1_e2","E","p1","e1","Costa R",0,0,1,0,0,0,1,"Costa R","invitante","participante","Z99","participante@gmail.com"
"E_p2_e2","E","p2","e2","Suiza",0,0,1,0,0,0,1,"Suiza","invitante","participante","Z99","participante@gmail.com"
"E_p2_e2","E","p2","e1","Brasil",0,0,1,0,0,0,1,"Brasil","invitante","participante","Z99","participante@gmail.com"
"E_p3_e2","E","p3","e2","Costa R",0,0,1,0,0,0,1,"Costa R","invitante","participante","Z99","participante@gmail.com"
"E_p3_e2","E","p3","e1","Brasil",0,0,1,0,0,0,1,"Brasil","invitante","participante","Z99","participante@gmail.com"
"E_p4_e2","E","p4","e2","Suiza",0,0,1,0,0,0,1,"Suiza","invitante","participante","Z99","participante@gmail.com"
"E_p4_e2","E","p4","e1","Serbia",0,0,1,0,0,0,1,"Serbia","invitante","participante","Z99","participante@gmail.com"
"E_p5_e2","E","p5","e2","Brasil",0,0,1,0,0,0,1,"Brasil","invitante","participante","Z99","participante@gmail.com"
"E_p5_e2","E","p5","e1","Serbia",0,0,1,0,0,0,1,"Serbia","invitante","participante","Z99","participante@gmail.com"
"E_p6_e2","E","p6","e2","Costa R",0,0,1,0,0,0,1,"Costa R","invitante","participante","Z99","participante@gmail.com"
"E_p6_e2","E","p6","e1","Suiza",0,0,1,0,0,0,1,"Suiza","invitante","participante","Z99","participante@gmail.com"
"F_p1_e2","F","p1","e2","México",0,0,1,0,0,0,1,"Mexico","invitante","participante","Z99","participante@gmail.com"
"F_p1_e2","F","p1","e1","Alemania",0,0,1,0,0,0,1,"Alemania","invitante","participante","Z99","participante@gmail.com"
"F_p2_e2","F","p2","e2","Corea S",0,0,1,0,0,0,1,"Corea S","invitante","participante","Z99","participante@gmail.com"
"F_p2_e2","F","p2","e1","Suecia",0,0,1,0,0,0,1,"Suecia","invitante","participante","Z99","participante@gmail.com"
"F_p3_e2","F","p3","e2","México",0,0,1,0,0,0,1,"Mexico","invitante","participante","Z99","participante@gmail.com"
"F_p3_e2","F","p3","e1","Corea S",0,0,1,0,0,0,1,"Corea S","invitante","participante","Z99","participante@gmail.com"
"F_p4_e2","F","p4","e2","Suecia",0,0,1,0,0,0,1,"Suecia","invitante","participante","Z99","participante@gmail.com"
"F_p4_e2","F","p4","e1","Alemania",0,0,1,0,0,0,1,"Alemania","invitante","participante","Z99","participante@gmail.com"
"F_p5_e2","F","p5","e2","Suecia",0,0,1,0,0,0,1,"Suecia","invitante","participante","Z99","participante@gmail.com"
"F_p5_e2","F","p5","e1","México",0,0,1,0,0,0,1,"Mexico","invitante","participante","Z99","participante@gmail.com"
"F_p6_e2","F","p6","e2","Alemania",0,0,1,0,0,0,1,"Alemania","invitante","participante","Z99","participante@gmail.com"
"F_p6_e2","F","p6","e1","Corea S",0,0,1,0,0,0,1,"Corea S","invitante","participante","Z99","participante@gmail.com"
"G_p1_e2","G","p1","e2","Panamá",0,0,1,0,0,0,1,"Panama","invitante","participante","Z99","participante@gmail.com"
"G_p1_e2","G","p1","e1","Bélgica",0,0,1,0,0,0,1,"Belgica","invitante","participante","Z99","participante@gmail.com"
"G_p2_e2","G","p2","e2","Inglaterra",0,0,1,0,0,0,1,"Inglaterra","invitante","participante","Z99","participante@gmail.com"
"G_p2_e2","G","p2","e1","Túnez",0,0,1,0,0,0,1,"Tunez","invitante","participante","Z99","participante@gmail.com"
"G_p3_e2","G","p3","e2","Túnez",0,0,1,0,0,0,1,"Tunez","invitante","participante","Z99","participante@gmail.com"
"G_p3_e2","G","p3","e1","Bélgica",0,0,1,0,0,0,1,"Belgica","invitante","participante","Z99","participante@gmail.com"
"G_p4_e2","G","p4","e2","Panamá",0,0,1,0,0,0,1,"Panama","invitante","participante","Z99","participante@gmail.com"
"G_p4_e2","G","p4","e1","Inglaterra",0,0,1,0,0,0,1,"Inglaterra","invitante","participante","Z99","participante@gmail.com"
"G_p5_e2","G","p5","e2","Túnez",0,0,1,0,0,0,1,"Tunez","invitante","participante","Z99","participante@gmail.com"
"G_p5_e2","G","p5","e1","Panamá",0,0,1,0,0,0,1,"Panama","invitante","participante","Z99","participante@gmail.com"
"G_p6_e2","G","p6","e2","Bélgica",0,0,1,0,0,0,1,"Belgica","invitante","participante","Z99","participante@gmail.com"
"G_p6_e2","G","p6","e1","Inglaterra",0,0,1,0,0,0,1,"Inglaterra","invitante","participante","Z99","participante@gmail.com"
"H_p1_e2","H","p1","e2","Japón",0,0,1,0,0,0,1,"Japon","invitante","participante","Z99","participante@gmail.com"
"H_p1_e2","H","p1","e1","Colombia",0,0,1,0,0,0,1,"Colombia","invitante","participante","Z99","participante@gmail.com"
"H_p2_e2","H","p2","e2","Senegal",0,0,1,0,0,0,1,"Senegal","invitante","participante","Z99","participante@gmail.com"
"H_p2_e2","H","p2","e1","Polonia",0,0,1,0,0,0,1,"Polonia","invitante","participante","Z99","participante@gmail.com"
"H_p3_e2","H","p3","e2","Senegal",0,0,1,0,0,0,1,"Senegal","invitante","participante","Z99","participante@gmail.com"
"H_p3_e2","H","p3","e1","Japón",0,0,1,0,0,0,1,"Japon","invitante","participante","Z99","participante@gmail.com"
"H_p4_e2","H","p4","e2","Colombia",0,0,1,0,0,0,1,"Colombia","invitante","participante","Z99","participante@gmail.com"
"H_p4_e2","H","p4","e1","Polonia",0,0,1,0,0,0,1,"Polonia","invitante","participante","Z99","participante@gmail.com"
"H_p5_e2","H","p5","e2","Polonia",0,0,1,0,0,0,1,"Polonia","invitante","participante","Z99","participante@gmail.com"
"H_p5_e2","H","p5","e1","Japón",0,0,1,0,0,0,1,"Japon","invitante","participante","Z99","participante@gmail.com"
"H_p6_e2","H","p6","e2","Colombia",0,0,1,0,0,0,1,"Colombia","invitante","participante","Z99","participante@gmail.com"
"H_p6_e2","H","p6","e1","Senegal",0,0,1,0,0,0,1,"Senegal","invitante","participante","Z99","participante@gmail.com"
"W_49_E1","W","49","E1","Arabia S",1,0,3,1,1,0,0,"Arabia S","invitante","participante","Z99","participante@gmail.com"
"W_50_E2","W","50","E2","Croacia",1,0,3,1,1,0,0,"Croacia","invitante","participante","Z99","participante@gmail.com"
"W_51_E1","W","51","E1","España",1,0,3,1,1,0,0,"Espana","invitante","participante","Z99","participante@gmail.com"
"W_52_E1","W","52","E1","Argentina",1,0,3,1,1,0,0,"Argentina","invitante","participante","Z99","participante@gmail.com"
"W_53_E2","W","53","E2","Corea S",1,0,3,1,1,0,0,"Corea S","invitante","participante","Z99","participante@gmail.com"
"W_54_E1","W","54","E1","Bélgica",1,0,3,1,1,0,0,"Belgica","invitante","participante","Z99","participante@gmail.com"
"W_55_E2","W","55","E2","Costa R",1,0,3,1,1,0,0,"Costa R","invitante","participante","Z99","participante@gmail.com"
"W_56_E1","W","56","E1","Colombia",1,0,3,1,1,0,0,"Colombia","invitante","participante","Z99","participante@gmail.com"
"W_49_E1","W","49","E2","Irán",0,1,0,-1,0,1,0,"Iran","invitante","participante","Z99","participante@gmail.com"
"W_50_E2","W","50","E1","Australia",0,1,0,-1,0,1,0,"Australia","invitante","participante","Z99","participante@gmail.com"
"W_51_E1","W","51","E2","Egipto",0,1,0,-1,0,1,0,"Egipto","invitante","participante","Z99","participante@gmail.com"
"W_52_E1","W","52","E2","Dinamarca",0,1,0,-1,0,1,0,"Dinamarca","invitante","participante","Z99","participante@gmail.com"
"W_53_E2","W","53","E1","Brasil",0,1,0,-1,0,1,0,"Brasil","invitante","participante","Z99","participante@gmail.com"
"W_54_E1","W","54","E2","Japón",0,1,0,-1,0,1,0,"Japon","invitante","participante","Z99","participante@gmail.com"
"W_55_E2","W","55","E1","Alemania",0,1,0,-1,0,1,0,"Alemania","invitante","participante","Z99","participante@gmail.com"
"W_56_E1","W","56","E2","Inglaterra",0,1,0,-1,0,1,0,"Inglaterra","invitante","participante","Z99","participante@gmail.com"
"W_57_E2","W","57","E2","Croacia",1,0,3,1,1,0,0,"Croacia","invitante","participante","Z99","participante@gmail.com"
"W_58_E1","W","58","E1","Corea S",1,0,3,1,1,0,0,"Corea S","invitante","participante","Z99","participante@gmail.com"
"W_59_E2","W","59","E2","Argentina",1,0,3,1,1,0,0,"Argentina","invitante","participante","Z99","participante@gmail.com"
"W_60_E1","W","60","E1","Costa R",1,0,3,1,1,0,0,"Costa R","invitante","participante","Z99","participante@gmail.com"
"W_57_E2","W","57","E1","Arabia S",0,1,0,-1,0,1,0,"Arabia S","invitante","participante","Z99","participante@gmail.com"
"W_58_E1","W","58","E2","Bélgica",0,1,0,-1,0,1,0,"Belgica","invitante","participante","Z99","participante@gmail.com"
"W_59_E2","W","59","E1","España",0,1,0,-1,0,1,0,"Espana","invitante","participante","Z99","participante@gmail.com"
"W_60_E1","W","60","E2","Colombia",0,1,0,-1,0,1,0,"Colombia","invitante","participante","Z99","participante@gmail.com"
"W_61_E1","W","61","E1","Croacia",1,0,3,1,1,0,0,"Croacia","invitante","participante","Z99","participante@gmail.com"
"W_62_E1","W","62","E1","Argentina",1,0,3,1,1,0,0,"Argentina","invitante","participante","Z99","participante@gmail.com"
"W_61_E1","W","61","E2","Corea S",0,1,0,-1,0,1,0,"Corea S","invitante","participante","Z99","participante@gmail.com"
"W_62_E1","W","62","E2","Costa R",0,1,0,-1,0,1,0,"Costa R","invitante","participante","Z99","participante@gmail.com"
"W_63_E1","W","63","E1","Corea S",1,0,3,1,1,0,0,"Corea S","invitante","participante","Z99","participante@gmail.com"
"W_64_E2","W","64","E2","Argentina",2,1,3,1,1,0,0,"Argentina","invitante","participante","Z99","participante@gmail.com"
"W_63_E1","W","63","E2","Costa R",0,1,0,-1,0,1,0,"Costa R","invitante","participante","Z99","participante@gmail.com"
"W_64_E2","W","64","E1","Croacia",1,2,0,-1,0,1,0,"Croacia","invitante","participante","Z99","participante@gmail.com"
