"Codigo","Grupo","Partido","E1E2","Equipo","GolesFavor","GolesContra","Pts","DiferenciaGoles","Ganado","Perdido","Empate","Equipo_gsub","nomequipo","nomconcursante","folio","correo"
"B_p3_e2","B","p3","e1","Portugal",0,0,1,0,0,0,1,"Portugal","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"B_p4_e2","B","p4","e2","España",0,0,1,0,0,0,1,"Espana","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"B_p4_e2","B","p4","e1","Irán",0,0,1,0,0,0,1,"Iran","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"B_p5_e2","B","p5","e2","Portugal",0,0,1,0,0,0,1,"Portugal","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"B_p5_e2","B","p5","e1","Irán",0,0,1,0,0,0,1,"Iran","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"B_p6_e2","B","p6","e2","Marruecos",0,0,1,0,0,0,1,"Marruecos","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"B_p6_e2","B","p6","e1","España",0,0,1,0,0,0,1,"Espana","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p1_e2","C","p1","e2","Australia",2,0,3,2,1,0,0,"Australia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p2_e2","C","p2","e2","Dinamarca",0,0,1,0,0,0,1,"Dinamarca","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p2_e2","C","p2","e1","Perú",0,0,1,0,0,0,1,"Peru","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p3_e2","C","p3","e2","Australia",0,0,1,0,0,0,1,"Australia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p3_e2","C","p3","e1","Dinamarca",0,0,1,0,0,0,1,"Dinamarca","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p4_e2","C","p4","e2","Perú",0,0,1,0,0,0,1,"Peru","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p4_e2","C","p4","e1","Francia",0,0,1,0,0,0,1,"Francia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p5_e2","C","p5","e2","Francia",0,0,1,0,0,0,1,"Francia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p5_e2","C","p5","e1","Dinamarca",0,0,1,0,0,0,1,"Dinamarca","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p6_e2","C","p6","e2","Perú",0,0,1,0,0,0,1,"Peru","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p6_e2","C","p6","e1","Australia",0,0,1,0,0,0,1,"Australia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"C_p1_e2","C","p1","e1","Francia",0,2,0,-2,0,1,0,"Francia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p1_e1","D","p1","e1","Argentina",2,0,3,2,1,0,0,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p3_e1","D","p3","e1","Argentina",3,0,3,3,1,0,0,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p2_e2","D","p2","e2","Nigeria",0,0,1,0,0,0,1,"Nigeria","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p2_e2","D","p2","e1","Croacia",0,0,1,0,0,0,1,"Croacia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p4_e2","D","p4","e2","Islandia",0,0,1,0,0,0,1,"Islandia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p4_e2","D","p4","e1","Nigeria",0,0,1,0,0,0,1,"Nigeria","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p5_e2","D","p5","e2","Argentina",0,0,1,0,0,0,1,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p5_e2","D","p5","e1","Nigeria",0,0,1,0,0,0,1,"Nigeria","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p6_e2","D","p6","e2","Croacia",0,0,1,0,0,0,1,"Croacia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p6_e2","D","p6","e1","Islandia",0,0,1,0,0,0,1,"Islandia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p1_e1","D","p1","e2","Islandia",0,2,0,-2,0,1,0,"Islandia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"D_p3_e1","D","p3","e2","Croacia",0,3,0,-3,0,1,0,"Croacia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p1_e1","E","p1","e1","Costa R",2,0,3,2,1,0,0,"Costa R","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p3_e1","E","p3","e1","Brasil",3,0,3,3,1,0,0,"Brasil","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p6_e2","E","p6","e2","Costa R",3,0,3,3,1,0,0,"Costa R","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p2_e2","E","p2","e2","Suiza",0,0,1,0,0,0,1,"Suiza","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p2_e2","E","p2","e1","Brasil",0,0,1,0,0,0,1,"Brasil","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p4_e2","E","p4","e2","Suiza",0,0,1,0,0,0,1,"Suiza","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p4_e2","E","p4","e1","Serbia",0,0,1,0,0,0,1,"Serbia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p5_e2","E","p5","e2","Brasil",0,0,1,0,0,0,1,"Brasil","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p5_e2","E","p5","e1","Serbia",0,0,1,0,0,0,1,"Serbia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p1_e1","E","p1","e2","Serbia",0,2,0,-2,0,1,0,"Serbia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p3_e1","E","p3","e2","Costa R",0,3,0,-3,0,1,0,"Costa R","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"E_p6_e2","E","p6","e1","Suiza",0,3,0,-3,0,1,0,"Suiza","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p1_e2","F","p1","e2","México",3,1,3,2,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p3_e2","F","p3","e2","México",2,0,3,2,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p4_e1","F","p4","e1","Alemania",2,0,3,2,1,0,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p5_e1","F","p5","e1","México",3,2,3,1,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p6_e2","F","p6","e2","Alemania",1,0,3,1,1,0,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p2_e2","F","p2","e2","Corea S",0,0,1,0,0,0,1,"Corea S","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p2_e2","F","p2","e1","Suecia",0,0,1,0,0,0,1,"Suecia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p1_e2","F","p1","e1","Alemania",1,3,0,-2,0,1,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p3_e2","F","p3","e1","Corea S",0,2,0,-2,0,1,0,"Corea S","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p4_e1","F","p4","e2","Suecia",0,2,0,-2,0,1,0,"Suecia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p5_e1","F","p5","e2","Suecia",2,3,0,-1,0,1,0,"Suecia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"F_p6_e2","F","p6","e1","Corea S",0,1,0,-1,0,1,0,"Corea S","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p1_e2","G","p1","e2","Panamá",0,0,1,0,0,0,1,"Panama","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p1_e2","G","p1","e1","Bélgica",0,0,1,0,0,0,1,"Belgica","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p2_e2","G","p2","e2","Inglaterra",0,0,1,0,0,0,1,"Inglaterra","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p2_e2","G","p2","e1","Túnez",0,0,1,0,0,0,1,"Tunez","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p3_e2","G","p3","e2","Túnez",0,0,1,0,0,0,1,"Tunez","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p3_e2","G","p3","e1","Bélgica",0,0,1,0,0,0,1,"Belgica","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p4_e2","G","p4","e2","Panamá",0,0,1,0,0,0,1,"Panama","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p4_e2","G","p4","e1","Inglaterra",0,0,1,0,0,0,1,"Inglaterra","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p5_e2","G","p5","e2","Túnez",0,0,1,0,0,0,1,"Tunez","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p5_e2","G","p5","e1","Panamá",0,0,1,0,0,0,1,"Panama","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p6_e2","G","p6","e2","Bélgica",0,0,1,0,0,0,1,"Belgica","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"G_p6_e2","G","p6","e1","Inglaterra",0,0,1,0,0,0,1,"Inglaterra","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p2_e1","H","p2","e1","Polonia",2,0,3,2,1,0,0,"Polonia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p3_e2","H","p3","e2","Senegal",2,0,3,2,1,0,0,"Senegal","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p5_e1","H","p5","e1","Japón",2,0,3,2,1,0,0,"Japon","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p1_e2","H","p1","e2","Japón",0,0,1,0,0,0,1,"Japon","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p1_e2","H","p1","e1","Colombia",0,0,1,0,0,0,1,"Colombia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p4_e2","H","p4","e2","Colombia",0,0,1,0,0,0,1,"Colombia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p4_e2","H","p4","e1","Polonia",0,0,1,0,0,0,1,"Polonia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p6_e2","H","p6","e2","Colombia",0,0,1,0,0,0,1,"Colombia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p6_e2","H","p6","e1","Senegal",0,0,1,0,0,0,1,"Senegal","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p2_e1","H","p2","e2","Senegal",0,2,0,-2,0,1,0,"Senegal","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p3_e2","H","p3","e1","Japón",0,2,0,-2,0,1,0,"Japon","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"H_p5_e1","H","p5","e2","Polonia",0,2,0,-2,0,1,0,"Polonia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_49_E1","W","49","E1","Egipto",2,0,3,2,1,0,0,"Egipto","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_50_E1","W","50","E1","Australia",1,0,3,1,1,0,0,"Australia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_51_E1","W","51","E1","España",2,0,3,2,1,0,0,"Espana","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_52_E1","W","52","E1","Argentina",2,0,3,2,1,0,0,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_53_E2","W","53","E2","Alemania",2,0,3,2,1,0,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_54_E2","W","54","E2","Polonia",2,0,3,2,1,0,0,"Polonia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_55_E1","W","55","E1","México",3,2,3,1,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_56_E2","W","56","E2","Inglaterra",2,0,3,2,1,0,0,"Inglaterra","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_49_E1","W","49","E2","Irán",0,2,0,-2,0,1,0,"Iran","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_50_E1","W","50","E2","Nigeria",0,1,0,-1,0,1,0,"Nigeria","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_51_E1","W","51","E2","Rusia",0,2,0,-2,0,1,0,"Rusia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_52_E1","W","52","E2","Dinamarca",0,2,0,-2,0,1,0,"Dinamarca","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_53_E2","W","53","E1","Costa R",0,2,0,-2,0,1,0,"Costa R","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_54_E2","W","54","E1","Bélgica",0,2,0,-2,0,1,0,"Belgica","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_55_E1","W","55","E2","Brasil",2,3,0,-1,0,1,0,"Brasil","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_56_E2","W","56","E1","Japón",0,2,0,-2,0,1,0,"Japon","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_57_E1","W","57","E1","Egipto",2,0,3,2,1,0,0,"Egipto","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_58_E1","W","58","E1","Alemania",1,0,3,1,1,0,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_59_E2","W","59","E2","Argentina",2,0,3,2,1,0,0,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_60_E1","W","60","E1","México",5,4,3,1,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_57_E1","W","57","E2","Australia",0,2,0,-2,0,1,0,"Australia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_58_E1","W","58","E2","Polonia",0,1,0,-1,0,1,0,"Polonia","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_59_E2","W","59","E1","España",0,2,0,-2,0,1,0,"Espana","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_60_E1","W","60","E2","Inglaterra",4,5,0,-1,0,1,0,"Inglaterra","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_61_E1","W","61","E1","Egipto",1,0,3,1,1,0,0,"Egipto","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_62_E2","W","62","E2","México",2,1,3,1,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_61_E1","W","61","E2","Alemania",0,1,0,-1,0,1,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_62_E2","W","62","E1","Argentina",1,2,0,-1,0,1,0,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_63_E2","W","63","E2","Argentina",2,1,3,1,1,0,0,"Argentina","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_64_E2","W","64","E2","México",4,1,3,3,1,0,0,"Mexico","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_63_E2","W","63","E1","Alemania",1,2,0,-1,0,1,0,"Alemania","invitante3","participante3","x98","holiparticipante3@yahoo.com"
"W_64_E2","W","64","E1","Egipto",1,4,0,-3,0,1,0,"Egipto","invitante3","participante3","x98","holiparticipante3@yahoo.com"
